大類,次分類,目錄排序,穴組名稱,穴名,位置,針法,解析,圖片,理論與發揮,主治關鍵字,頁碼
內科,胃腸系,30,便秘二針,支溝,位於手背腕橫紋上3寸，尺骨與橈骨之間。（附圖24）,用毫針直刺1寸，或略向上斜刺1.5寸，得氣後有酸、麻、脹感，適當運用提插捻轉手法，中刺激。一般留針30分鐘，每隔10分鐘運針1次。,"（1）支溝穴屬於手少陽三焦經之經穴，有宣通氣機的作用，針刺支溝穴，可使三焦氣機暢通，津液自下，胃氣和而腸腑自調，針之猶如小柴胡湯，故能治療便秘。 (2) 支溝穴在中太極全息對應肛門處, 這亦是本穴治療便秘有效的原因。 （3）本穴素為治腹痛、便秘之要穴，《醫宗金鑑》《雜病穴法歌》《玉龍賦》《勝玉歌》中均記載了支溝穴能通大便。支溝穴治療急性便秘有效，還可用於治療習慣性便秘。針刺時可配合照海、足三里、天樞等穴，效果更佳。",,此為太極全息、針方對應、藏象功能組成的特效對針。針刺支溝可使三焦氣機得通，津液自下；照海能滋陰，且屬於腎經，腎主二陰。支溝與照海組成對針一起使用，治療便秘效果很好。支溝位於手少陽三焦經，照海是足少陰腎經，此二穴組合，一陰一陽，一手一足，一上一下，且少陰經、少陽經皆屬於開闔樞的“樞”，與樞機升降及陰陽開闔之調節密切相關。 筆者按：對於老年體弱、脾胃陰虛的便秘患者，在針刺上述對穴後，可在天樞穴上施以艾灸，或是溫針加灸，療效尤佳。天樞穴之效能可參考筆者《楊維傑常見病特效一針療法》一書。,便秘,82
內科,胃腸系,30,便秘二針,照海,足內踝下4分，前後有筋，上有踝骨，下有軟骨，穴居其中。在內踝正下端與距骨關節之間。（附圖19）,用毫針直刺，或略向上斜刺0.5寸，針刺得氣後有酸、麻、脹感，適當運用提插捻轉手法，中刺激。一般留針30分鐘，每隔10分鐘運針1次。,"(1) 照海穴為足少陰腎經穴位, 又是八脈交會穴之一, 為陰蹺脈所生之處, 有滋陰的作用。慢性便秘多因陰虛或血虛造成, 照海有滋陰生津利氣的作用, 因而是治療慢性便秘的有效穴位。 （2）本穴自古以來就常用於治療便秘。《玉龍歌》中說：“大便秘結不能通，照海分明在足中，更把支溝來瀉動，方知妙穴有神功。”《玉龍賦》中說：“照海、支溝通大便之秘。”本穴宜配支溝應用。",,此為太極全息、針方對應、藏象功能組成的特效對針。針刺支溝可使三焦氣機得通，津液自下；照海能滋陰，且屬於腎經，腎主二陰。支溝與照海組成對針一起使用，治療便秘效果很好。支溝位於手少陽三焦經，照海是足少陰腎經，此二穴組合，一陰一陽，一手一足，一上一下，且少陰經、少陽經皆屬於開闔樞的“樞”，與樞機升降及陰陽開闔之調節密切相關。 筆者按：對於老年體弱、脾胃陰虛的便秘患者，在針刺上述對穴後，可在天樞穴上施以艾灸，或是溫針加灸，療效尤佳。天樞穴之效能可參考筆者《楊維傑常見病特效一針療法》一書。,便秘,82
內科,胃腸系,31,腹瀉二針,門金穴,門金穴在第2蹠骨與第3蹠骨連線部之直前凹陷中，在陷谷穴後方之骨緣，貼骨取穴。陷谷穴在門金穴前5分（然據《針灸大成》指出，陷谷穴在內庭後2寸，並且有些書中指出陷谷在第2、第3蹠骨結合處）。（附圖51）,直刺 0.5~1 寸。針入後令患者輕微按摩下腹部 1~2 分鐘，留針 30 分鐘，每隔 10 分鐘捻針 1 次，捻針時仍囑患者輕微按摩下腹部 1~2 分鐘。,（1）本穴在胃經上，且在陷谷穴後，亦有陷谷之穴性，為胃（土）之木穴，能疏肝（木）理脾胃（土），善治木土不和之病，是治療腸胃炎（與腸胃有關）的特效穴。董師認為本穴可治療腸炎、胃炎、腹部發脹及腹痛。不論何種腹瀉，針之皆有特效。 （2）慢性洩瀉者多兼腎虛，本穴貼骨進針應腎，治久洩腎虛之病亦甚效。,images/圖6-4_門金穴.jpg,此為全息、藏象功能、五行應用發揮組成的特效對針。急性腹瀉者多伴有疼痛，門金穴能疏肝（木）理脾胃（土），治之甚效。而慢性腹瀉者多兼腎虛，於門金穴下針時若貼骨則應腎，加之門金穴又能補金生水，故而治之甚效。腸門穴在小腸經上，小腸為分水之官，在中太極全息對應中對應大腸肛門部位，兩穴合用，治療腹瀉有特效。根據筆者多年臨床經驗與陰陽對應理論，治療腹瀉針刺右側腸門較左側為佳。 筆者按：治療腹瀉亦可取曲池配門金，或曲池配腸門，這也是治療腹瀉效果很好的對針組合。曲池之效能可參考筆者《楊維傑常見病特效一針療法》一書。,腹瀉,84
內科,胃腸系,31,腹瀉二針,腸門穴,在尺骨之內側，距腕橫紋後3寸。（附圖48）,手撫胸取穴，在尺骨內側與筋腱之間，距豌豆骨3寸處是穴。針刺時貼骨取之，針刺深度0.5~1寸，留針30分鐘，每隔5~10分鐘捻針1次，捻針時按摩腹部。,（1）董氏奇穴之腸門穴在小腸經上。小腸為分水之官，利溼作用甚佳，因此本穴能治療腹瀉。 （2）腸門穴在以腕部為中心的太極全息對應中，對應大腸肛門部位，故本穴治療急性腹瀉效果尤佳。 （3）筆者在腹痛裡急後重或急欲如廁腹瀉之際，用手指按壓此穴，即能舒緩肛門括約肌及大腸之緊張狀態，從而緩解腹痛症狀。,images/圖3-13_腸門穴.jpg,此為全息、藏象功能、五行應用發揮組成的特效對針。急性腹瀉者多伴有疼痛，門金穴能疏肝（木）理脾胃（土），治之甚效。而慢性腹瀉者多兼腎虛，於門金穴下針時若貼骨則應腎，加之門金穴又能補金生水，故而治之甚效。腸門穴在小腸經上，小腸為分水之官，在中太極全息對應中對應大腸肛門部位，兩穴合用，治療腹瀉有特效。根據筆者多年臨床經驗與陰陽對應理論，治療腹瀉針刺右側腸門較左側為佳。 筆者按：治療腹瀉亦可取曲池配門金，或曲池配腸門，這也是治療腹瀉效果很好的對針組合。曲池之效能可參考筆者《楊維傑常見病特效一針療法》一書。,腹瀉,84
內科,腎系,32,尿瀦留（癃閉）二針,陰陵泉,脛骨內側髁後下方凹陷中，平齊脛骨粗隆下緣。（附圖11）,正坐位垂足取穴或平臥取穴，直刺，從小腿內向外刺入，針入0.5~1寸。留針30分，每10分鐘捻針1次。,（1）陰陵泉為脾經合水穴，脾（土）主水液輸布，水穴應腎，故針刺本穴可調節水液代謝。 （2）陰陵泉自古以來就是治療小便不暢的要穴。《通玄指要賦》中說：“陰陵能開通水道。”《雜病穴法歌》中說：“小便不通陰陵泉，三里瀉下溺如注。”單刺有效，若配足三里可開水道，能加速尿流，治療尿瀦留等病甚效。,,本對穴為同氣相求、藏象功能、太極全息對應、五輸穴應用組成的特效對針。陰陵泉為脾（土）經合水穴，有調整水液的功能，大太極全息對應水分穴，利水作用甚強，自古以來就是治療小便不暢之要穴。足三里為胃經（土經）合穴（土穴），為土中真土，強脾健胃、理氣治水功能甚強，有利水消腫之功。兩穴自古以來就是治療小便不暢及癃閉效穴，合用效果極為突出，稱為“癃閉二針”。 筆者按：人中配中極亦為治療癃閉之特效對針。人中能開上竅啟下竅，提壺揭蓋，治療尿瀦留甚效。中極為膀胱經募穴，能調節膀胱氣化功能，對於泌尿生殖系統疾病皆有療效，按壓中極治療幼兒尿閉尤效。人中與中極之效能可參考筆者《楊維傑常見病特效一針療法》一書。,"尿瀦留,癃閉",85
內科,腎系,32,尿瀦留（癃閉）二針,足三里,在小腿前外側面上部，犢鼻穴下3寸，脛骨前緣外開約1橫指（中指）。（附圖8）,用毫針刺足三里，徐徐進針，直刺約2寸深，得氣後施以提插捻轉手法，強刺激。留針20~30分鐘。每5分鐘捻針1次。,（1）足三里是胃經合穴，有舒暢經絡、調和氣血、調脾健胃的作用，為全身強壯要穴之一。本穴為土經土穴，稱為真土穴。真土穴治療脾胃作用最強，亦能調節水液代謝，減輕水瀦留和水腫症狀。 (2) 足三里自古以來就是治療尿瀦留、尿不暢的常用穴。《席弘賦》中說：“膀 胱氣滯足三里。”即指其利尿功能。《醫宗金鑑》中說：“足三里治風溼中，諸虛耳聾上牙疼，噎膈鼓脹水腫喘，寒溼腳氣及痺風。”也指足三里能利尿消腫。本穴配陰陵泉利尿甚效。《雜病穴法歌》：“小便不通陰陵泉，三里瀉下溲如注。”配三陰交亦可利尿消腫。《玉龍歌》：“水病之疾最難熬，腹滿虛脹不肯消，先灸水分並水道，後針三里及陰交。”,,本對穴為同氣相求、藏象功能、太極全息對應、五輸穴應用組成的特效對針。陰陵泉為脾（土）經合水穴，有調整水液的功能，大太極全息對應水分穴，利水作用甚強，自古以來就是治療小便不暢之要穴。足三里為胃經（土經）合穴（土穴），為土中真土，強脾健胃、理氣治水功能甚強，有利水消腫之功。兩穴自古以來就是治療小便不暢及癃閉效穴，合用效果極為突出，稱為“癃閉二針”。 筆者按：人中配中極亦為治療癃閉之特效對針。人中能開上竅啟下竅，提壺揭蓋，治療尿瀦留甚效。中極為膀胱經募穴，能調節膀胱氣化功能，對於泌尿生殖系統疾病皆有療效，按壓中極治療幼兒尿閉尤效。人中與中極之效能可參考筆者《楊維傑常見病特效一針療法》一書。,"尿瀦留,癃閉",85
內科,腎系,33,遺尿二針,腎關穴,在陰陵泉穴直下1.5寸，脛骨內側。（附圖55）,直刺，針刺深度 1.5~2 寸。針刺得氣後，留針 30 分鐘。每隔 10 分鐘捻針 1 次。,（1）腎關為補腎要穴，此穴在天皇穴（陰陵泉）下方，故有補益作用，能治療脾腎疾病（陰陵泉為土經水穴，能脾腎雙補）。 （2）本穴穴名為腎關，功同腎俞和關元，為補腎最常用之穴，能治療腎虛引起的各種疾病，治療夜尿頻者效果極佳。,,本對穴為全息、藏象功能、五行應用發揮組成的特效對針。治療遺尿患者宜溫陽固攝，腎經與膀胱經關係密切，腎關穴有脾腎雙補作用。還巢穴善治少腹部病證。還巢穴在三焦經，能理三焦、補腎，善治小便過多。兩穴合用，一上一下，有上下交濟的作用，治療多尿、夜尿甚效。 筆者按：腎關配州圓穴透州昆穴亦為治療遺尿的有效對穴。州圓、州昆均位於足太陽膀胱經，且在頭部最高點，溫陽作用甚強，針之有升舉收攝之功。腎關穴有脾腎雙補作用，治多尿、夜尿甚效。州圓、州昆之效能可參考筆者《楊維傑常見病特效一針療法》一書。,遺尿,86
內科,腎系,33,遺尿二針,還巢穴,在無名指中節外側（靠近小指之側）正中央。（附圖37）,針刺時用5分針，針刺深度1~3分。針刺得氣後，留針30分鐘。每隔10分鐘輕輕捻針1次。,"(1) 此穴在指縫至指尖間, 善治下腹部病變。 （2）本穴在三焦經，三焦與腎通，因而本穴能補益肝腎、理三焦、疏肝理氣，善治尿頻尿多。",images/圖1-17_還巢穴.jpg,本對穴為全息、藏象功能、五行應用發揮組成的特效對針。治療遺尿患者宜溫陽固攝，腎經與膀胱經關係密切，腎關穴有脾腎雙補作用。還巢穴善治少腹部病證。還巢穴在三焦經，能理三焦、補腎，善治小便過多。兩穴合用，一上一下，有上下交濟的作用，治療多尿、夜尿甚效。 筆者按：腎關配州圓穴透州昆穴亦為治療遺尿的有效對穴。州圓、州昆均位於足太陽膀胱經，且在頭部最高點，溫陽作用甚強，針之有升舉收攝之功。腎關穴有脾腎雙補作用，治多尿、夜尿甚效。州圓、州昆之效能可參考筆者《楊維傑常見病特效一針療法》一書。,遺尿,86
內科,腎系,34,水腫二針,通腎穴,當膝蓋內側上緣陷中處是穴。(附圖 54),直刺，針刺深度 0.5~1 寸。針刺得氣後，留針 30 分鐘。每隔 10 分鐘捻針 1 次。,"（1）通腎位於膝蓋上緣，大腿內側，在脾經上，能健脾、補土製水，利水之效甚強。 (2) 根據太極全息來看, 膝蓋對應肚臍, 膝蓋上緣的通腎對應肚臍上的水分, 所以本穴治療水腫有效。",images/圖8-11_通腎穴.jpg,此為全息（對應上下水分）、藏象功能、五輸穴應用組成的特效對針。水分穴自古以來就是治療水病的特效穴，治療水腫（包括四肢及面皆浮腫）甚效，但宜灸不宜針。膝蓋太極全息對應肚臍，通腎穴（董氏奇穴）對應水分穴。陰陵泉亦為治療水腫要穴，從太極全息來看，膝蓋對應肚臍，倒象對應肚臍上，為下水分穴。兩個利水作用較強的穴位合用，治療水腫病特效。,水腫,87
內科,腎系,34,水腫二針,陰陵泉,位於膝下內側輔骨下陷中，伸足或屈膝取之，在膝橫紋頭下與陽陵泉相對，稍高1寸。（附圖11）,直刺，從小腿內側向外側刺入，深0.5~1寸。針刺得氣後，留針30分鐘，每隔10分鐘捻針1次。,"（1）陰陵泉為脾經合水穴，脾土主水液輸布，水穴應腎，故針刺此穴可增強機體水液代謝能力。 （2）陰陵泉自古以來就是治療水腫的要穴。《通玄指要賦》中說：“陰陵能開通於水道。”《千金翼方》曰：“水腫不得臥，灸陰陵泉百壯。”《百症賦》中說：“陰陵水分，去水腫之臍盈。” (3) 根據太極全息倒象, 膝上的陰陵泉對應肚臍上的水分, 故治療水腫甚效。",,此為全息（對應上下水分）、藏象功能、五輸穴應用組成的特效對針。水分穴自古以來就是治療水病的特效穴，治療水腫（包括四肢及面皆浮腫）甚效，但宜灸不宜針。膝蓋太極全息對應肚臍，通腎穴（董氏奇穴）對應水分穴。陰陵泉亦為治療水腫要穴，從太極全息來看，膝蓋對應肚臍，倒象對應肚臍上，為下水分穴。兩個利水作用較強的穴位合用，治療水腫病特效。,水腫,87
內科,腎系,35,腎結石二針,下白穴,在手背小指掌骨與無名指掌骨之間，即手背第4、第5掌骨骨間隙後緣，腕背橫紋與掌骨小頭連線之中點凹陷處。（附圖42）,拳手取穴，當小指掌骨與無名指掌骨之間，距指骨與掌骨1.5寸（即中白穴後1寸）。針入下白3~5分，得氣後行中強刺激。留針30分鐘，每5分鐘捻1次針加強刺激。,（1）下白在中渚穴（屬三焦經）直後方，透過三焦與腎通，故有治療腎虛和下腰疼痛的作用。 （2）根據掌太極，本穴對應腎和下腰部位，針刺本穴貼骨應腎可以治療腎結石，治療痛證多能立除。,images/圖2-15_下白穴.jpg,本對穴為太極全息對應、卦象、臟腑別通組成的特效對針。下白穴在掌太極水平與腰、腎對應，貼骨進針與腎（腎主骨）相應，治療腎結石療效極佳。馬金水穴與卦位有關，此處為太極全息中腎之所在。兩穴皆對應腎，所以二穴合用能治療腎絞痛、腎結石，稱為“腎石二針”。,腎結石,88
